idArt,Author,Title,Abstract,Year
639,"El Asmar MS,Naoum JJ,Arbid EJ",Vitamin K Dependent Proteins and the Role of Vitamin K2 in the Modulation of Vascular Calcification: A Review.,"Vascular calcification, a cause of cardiovascular morbidity and mortality, is an actively regulated process involving vitamin K dependent proteins (VKDPs) among others. Vitamin K is an essential micronutrient, present in plants and animal fermented products that plays an important role as a cofactor for the post-translational γ-carboxylation of glutamic acid residues in a number of proteins. These VKDPs require carboxylation to become biologically active, and they have been identified as having an active role in vascular cell migration, angiogenesis and vascular calcification. This paper will review the process of vascular calcification and delineate the role that vitamin K2 plays in the modulation of that process, through the activation of VKDPs. One such VKDP is Matrix Gla Protein (MGP), which when activated inhibits osteogenic factors, thereby inhibiting vascular and soft tissue calcification.",2014 May
640,"Carrion K,Dyo J,Patel V,Sasik R,Mohamed SA,Hardiman G,Nigam V",The Long Non-Coding HOTAIR Is Modulated by Cyclic Stretch and WNT/β-CATENIN in Human Aortic Valve Cells and Is a Novel Repressor of Calcification Genes.,"Aortic valve calcification is a significant and serious clinical problem for which there are no effective medical treatments. Individuals born with bicuspid aortic valves, 1–2% of the population, are at the highest risk of developing aortic valve calcification. Aortic valve calcification involves increased expression of calcification and inflammatory genes. Bicuspid aortic valve leaflets experience increased biomechanical strain as compared to normal tricuspid aortic valves. The molecular pathogenesis involved in the calcification of BAVs are not well understood, especially the molecular response to mechanical stretch. HOTAIR is a long non-coding RNA (lncRNA) that has been implicated with cancer but has not been studied in cardiac disease. We have found that HOTAIR levels are decreased in BAVs and in human aortic interstitial cells (AVICs) exposed to cyclic stretch. Reducing HOTAIR levels via siRNA in AVICs results in increased expression of calcification genes. Our data suggest that β-CATENIN is a stretch responsive signaling pathway that represses HOTAIR. This is the first report demonstrating that HOTAIR is mechanoresponsive and repressed by WNT β-CATENIN signaling. These findings provide novel evidence that HOTAIR is involved in aortic valve calcification.",2014
641,"Hosen MJ,Coucke PJ,Le Saux O,De Paepe A,Vanakker OM",Perturbation of specific pro-mineralizing signalling pathways in human and murine pseudoxanthoma elasticum.,"Background: Pseudoxanthoma elasticum (PXE) is characterized by skin (papular lesions), ocular (subretinal neovascularisation) and cardiovascular manifestations (peripheral artery disease), due to mineralization and fragmentation of elastic fibres in the extracellular matrix (ECM). Caused by mutations in the ABCC6 gene, the mechanisms underlying this disease remain unknown. The knowledge on the molecular background of soft tissue mineralization largely comes from insights in vascular calcification, with involvement of the osteoinductive Transforming Growth Factor beta (TGFβ) family (TGFβ1-3 and Bone Morphogenetic Proteins [BMP]), together with ectonucleotides (ENPP1), Wnt signalling and a variety of local and systemic calcification inhibitors. In this study, we have investigated the relevance of the signalling pathways described in vascular soft tissue mineralization in the PXE knock-out mouse model and in PXE patients. Methods: The role of the pro-osteogenic pathways BMP2-SMADs-RUNX2, TGFβ-SMAD2/3 and Wnt-MSX2, apoptosis and ER stress was evaluated using immunohistochemistry, mRNA expression profiling and immune-co-staining in dermal tissues and fibroblast cultures of PXE patients and the eyes and whiskers of the PXE knock-out mouse. Apoptosis was further evaluated by TUNEL staining and siRNA mediated gene knockdown. ALPL activity in PXE fibroblasts was studied using ALPL stains. Results: We demonstrate the upregulation of the BMP2-SMADs-RUNX2 and TGFβ-2-SMAD2/3 pathway, co-localizing with the mineralization sites, and the involvement of MSX2-canonical Wnt signalling. Further, we show that apoptosis is also involved in PXE with activation of Caspases and BCL-2. In contrast to vascular calcification, neither the other BMPs and TGFβs nor endoplasmic reticulum stress pathways seem to be perturbed in PXE. Conclusions: Our study shows that we cannot simply extrapolate knowledge on cell signalling in vascular soft tissue calcification to a multisystem ectopic mineralisation disease as PXE. Contrary, we demonstrate a specific set of perturbed signalling pathways in PXE patients and the knock-out mouse model. Based on our findings and previously reported data, we propose a preliminary cell model of ECM calcification in PXE.",2014
642,"Gitsioudis G,Hosch W,Iwan J,Voss A,Atsiatorme E,Hofmann NP,Buss SJ,Siebert S,Kauczor HU,Giannitsis E,Katus HA,Korosoglou G","When Do We Really Need Coronary Calcium Scoring Prior to Contrast-Enhanced Coronary Computed Tomography Angiography? Analysis by Age, Gender and Coronary Risk Factors.","Aims: To investigate the value of coronary calcium scoring (CCS) as a filter scan prior to coronary computed tomography angiography (CCTA). Methods and Results: Between February 2008 and April 2011, 732 consecutive patients underwent clinically indicated CCTA. During this ‘control phase’, CCS was performed in all patients. In patients with CCS≥800, CCTA was not performed. During a subsequent ‘CCTA phase’ (May 2011–May 2012) another 200 consecutive patients underwent CCTA, and CCS was performed only in patients with increased probability for severe calcification according to age, gender and atherogenic risk factors. In patients where CCS was not performed, calcium scoring was performed in contrast-enhanced CCTA images. Significant associations were noted between CCS and age (r = 0.30, p<0.001) and coronary risk factors (χ2 = 37.9; HR = 2.2; 95%CI = 1.7–2.9, p<0.001). Based on these associations, a ≤3% pre-test probability for CCS≥800 was observed for males <61 yrs. and females <79 yrs. According to these criteria, CCS was not performed in 106 of 200 (53%) patients during the ‘CCTA phase’, including 47 (42%) males and 59 (67%) females. This resulted in absolute radiation saving of ∼1 mSv in 75% of patients younger than 60 yrs. Of 106 patients where CCS was not performed, estimated calcium scoring was indeed <800 in 101 (95%) cases. Non-diagnostic image quality due to calcification was similar between the ‘control phase’ and the ‘CCTA’ group (0.25% versus 0.40%, p = NS). Conclusion: The value of CCS as a filter for identification of a high calcium score is limited in younger patients with intermediate risk profile. Omitting CCS in such patients can contribute to further dose reduction with cardiac CT studies.",2014
643,"Ciurea M,Bondari S,Stoica L,Gheonea I",Role of MRI in the diagnosis and evaluation of cavernous hemangioma of the arm .,"AbstractSinusoidal hemangioma is a rare type of cavernous hemangioma with different clinico-pathological aspects. They are usually localized in the extremities with interest in the subcutaneous layer. The new imaging techniques play an important role in diagnosis, evaluation and follow-up of these types of tumors. We describe the case of a 21-year-old patient, four times operated for a recurrent soft tissue tumor, located intramuscularly in the distal third of the upper limb. Plain X-ray and computer tomography (CT) showed a nonspecific mass with calcification. The MRI (magnetic resonance imaging) exam demonstrated a lobulated heterogeneous signal tumor mass in the biceps brachial muscles, with high signal intensity on T2 weighted images and intermediate signal on T1 weighted images. MRI accurately assessed the extent of the tumor and evaluated the recurrence. MRI imagings combined with contrast-enhanced sequences were used to classify the lesions in low flow vascular disorders. CT angiography with multiplanar reconstructions (MPR), maximum intensity projections (MIP) and volume-rendered reconstructions (VR) was useful in confirming the venous origin of the tumor.",2014 Mar 15
644,"Shah N,Chainani V,Delafontaine P,Abdo A,Lafferty J,Rafeh NA",Mammographically Detectable Breast Arterial Calcification and Atherosclerosis.,"Breast arterial calcification (BAC), observed as an incidental finding on screening mammograms, represents degenerative calcific changes occurring in the mammary arteries, with increasing age. The aim of this review is to discuss relevant literature examining relation between BAC and atherosclerosis. After a thorough literature search, in OVID and PubMed, 199 studies were identified, of which 25 were relevant to our review. Data were abstracted from each study and statistical analysis was done, including calculation of odds ratios and construction of forest plots. A total of 35,542 patients were enrolled across 25 studies looking at an association between BAC and coronary artery disease, cardiovascular disease, stroke, cerebral artery disease, carotid and peripheral artery diseases, and coronary artery calcification. A majority of the studies showed a statistically significant relation between BAC and presence of coronary artery disease cardiovascular disease and associated mortality. Sensitivity of BAC in predicting cardiovascular events was low, but specificity was high. BAC was predictive of incident and prevalent stroke but not mortality of stroke. Similarly, BAC was predictive of cerebral, carotid, and peripheral artery diseases. The role of BAC as a surrogate marker of coronary and systemic atherosclerosis is currently uncertain. Its role may be further elucidated by more large-scale prospective studies and clinical experience.",2014 Mar-Apr
645,"Moradi M,Adibi A,Abedi M",Relationship between breast arterial calcification on mammography with CT Calcium scoring and coronary CT angiography results.,"Background:: Mammography as a non invasive method has been suggested to be helpful in predicting coronary artery disease. This study aimed to investigate whether presence and severity of breast artery calcification (BAC) on mammograms is associated with computed tomography coronary angiography (CTCA) finding such as coronary artery calcium (CAC) score and the severity of coronary artery stenosis. Materials and Methods:: This cross-sectional study was performed on 150 women aged >40 years who were referred for CTCA. Women who had undergone screening mammography during the first year after CTCA entered the study. CAC score was determined and the severity of coronary artery stenosis was classified into normal, non-significant stenosis, or significant stenosis. Based on the severity of BAC, patients were also grouped into normal, mild, moderate, or severe groups. Then, the correlation between BAC severity and CAC score was determined. Patients with different BAC severity were also compared regarding the relative frequency of different grades of coronary artery stenosis. Results:: Mean age of subjects with BAC (n: 35) was significantly higher than patients without BAC (n: 115) (68.03 ± 6.16 versus 54.36 ± 7.63 years, P < 0.0001). Although the relative frequency of different grades of coronary artery stenosis was significantly higher in women with BAC (P < 0.0001), after controlling for age, there was no significant difference between patients with different severity of BAC in the mean of CAC score (P: 0.09). In addition, the correlation between BAC severity and CAC score was not statistically significant (R: 0.09, P: 0.26). Conclusion:: We concluded that presence and severity of BAC have no significant correlation with CAC score on CTCA.",2014
646,"Kim AH,Kim MJ,Kim EK,Park BW,Moon HJ",Positive predictive value of additional synchronous breast lesions in whole-breast ultrasonography at the diagnosis of breast cancer: clinical and imaging factors.,"Purpose:: To evaluate the positive predictive value (PPV) of bilateral whole-breast ultrasonography (BWBU) for detection of synchronous breast lesions on initial diagnosis of breast cancer and evaluate factors affecting the PPV of BWBU according to varying clinicoimaging factors. Methods:: A total of 75 patients who had synchronous lesions with pathologic confirmation at the initial diagnosis of breast cancer during January 2007 and December 2007 were included. The clinical factors of the patients were evaluated. One observer retrospectively reviewed the imaging studies of the index breast cancer lesion and the synchronous lesion. The PPV for additional biopsy was calculated for BWBU and various clinical and imaging factors affecting the PPV for BWBU were evaluated. Results:: The overall PPV for additional biopsy was 25.7% (18 of 70). The PPV for synchronous lesions detected both on mammography and BWBU, and detected only on BWBU, was 76.9% (10 of 13) and 14.3% (7 of 49), respectively. There was no clinical factor affecting the PPV for BWBU. Among the imaging factors, ipsilateral location of the synchronous lesion to the index lesion (P=0.06) showed a marginal statistically significant correlation with malignancy in the synchronous breast lesion. A mass with calcification on mammography presentation (P<0.01), presence of calcification among the ultrasonography findings (P<0.01), and high Breast Imaging Reporting and Data System final assessment (P<0.01) were imaging factors that were associated with malignancy in the additional synchronous lesion. Conclusion:: BWBU can detect additional synchronous malignancy at the diagnosis of breast cancer with a relatively high PPV, especially when mammography findings are correlated with ultrasonographic findings.",2014 Jul
647,"Oh EM,Chung YS,Song WJ,Lee YD",The pattern and significance of the calcifications of papillary thyroid microcarcinoma presented in preoperative neck ultrasonography.,"Purpose: To analyze the incidence and patterns of calcification of papillary thyroid microcarcinoma (PTMC) on neck ultrasonography (NUS) and assess the clinical implications of calcification, especially for neck node metastasis. Methods: The clinical data of 379 patients with PTMC who underwent thyroidectomy between January and December 2011 were retrospectively analyzed. PTMC lesions were classified into four subgroups according to their calcification patterns on preoperative NUS: microcalcification, macrocalcification, rim calcification, and noncalcification. The clinicopathologic characteristics were compared between the patients with and without calcification, and among the four subgroups. Results: Calcifications were detected on NUS in 203 patients (53.5%) and central neck node metastasis was observed in 119 patients (31.3%). Calcification was associated with larger tumor size (0.68 cm vs. 0.54 cm), higher rate of lymph node metastasis (38.6% vs. 23.2%) and higher lymph node ratio (0.11 vs. 0.06) compared to noncalcification (All P < 0.05). In addition, the extent of calcification correlated with lesion size (0.67 cm vs. 0.69 cm vs. 0.85 cm). Further, the likelihood of lymph node metastasis also correlated with the extent of calcification in the order of non-, micro- and macrocalcification (23.3%, 36.8%, and 44.1%, respectively). The calcification rate was higher in patients with lymph node metastasis than those without it (65.5% vs.47.7%) (All P < 0.05). Conclusion: PTMC patients positive for calcification on NUS had a higher rate of lymph node metastasis, and a higher lymph node ratio compared to noncalcification patients. Calcification patterns should be assessed carefully in patients with PTMC by preoperative NUS.",2014 Mar
648,"Li G,Lu Wh,Ai R,Yang Jh,Chen F,Tang Zz",The relationship between serum hypoxia-inducible factor 1α and coronary artery calcification in asymptomatic type 2 diabetic patients.,"Background: Hypoxia-inducible factor 1 (HIF-1), a master regulator of oxygen homeostasis, is a heterodimer consisting of HIF-1α and HIF-1β subunits, and is implicated in calcification of cartilage and vasculature. The goal of this study was to determine the relationship between serum HIF-1α with coronary artery calcification (CAC) in patients with type 2 diabetes. Methods: The subjects were 405 (262 males, 143 females, age 51.3 ± 6.4 years) asymptomatic patients with type 2 diabetes mellitus. Serum HIF-1α and interleukin-6 (IL-6) levels were measured by ELISA. CAC scores were assessed by a 320-slice CT scanner. The subjects were divided into 4 quartiles depending on serum HIF-1α levels. Results: Average serum HIF-1α was 184.4 ± 66.7 pg/ml. Among patients with higher CAC scores, HIF-1α levels were also significantly increased (p <0.001). HIF-1α levels positively correlated with CRP, IL-6, UKPDS risk score, HbA1c, FBG, and CACS, but did not correlate with diabetes duration, age, and LDL. According to the multivariate analysis, HIF-1α levels significantly and independently predict the presence of CAC. ROC curve analysis showed that the serum HIF-1α level can predict the extent of CAC, but the specificity was lower than the traditional risk factors UKPDS and HbA1c. Conclusion: As a marker of hypoxia, serum HIF-1α level may be an independent risk factor for the presence of CAC. These findings indicate that elevated serum HIF-1α may be involved in vascular calcification in patients with type 2 diabetes mellitus.",2014
649,"Chen M,Zhan WW,Wang WP",Cystic breast lesions by conventional ultrasonography: sonographic subtype-pathologic correlation and BI-RADS Assessment.,"Introduction: Appropriate categorization is very important because the clinical management of each subtype of cystic breast lesions (CBLs) differs. The purpose was to evaluate the sonographic subtype-pathologic correlation, and to identify the effectiveness of the Breast Imaging Reporting and Data System (BI-RADS)-ultrasound (US) for differentiation of benign and malignant CBLs. Material and methods: A database from December 1, 2007 and November 30, 2009 was identified in the Department of Diagnostic Ultrasound, Rui Jin Hospital, School of Medicine, Shanghai Jiao Tong University, China. Those patients with palpable or clinical symptomatic breast masses were associated with a cystic component in lesions on breast US. All patients underwent a subsequent fine-needle/core-needle biopsy or surgical excision. The sonographic findings were analyzed according to the BI-RADS-US, and were categorized by two different methods of subtype categorization compared with the pathologic results. Results: Ninety-nine breast cystic lesions in 83 women were included, among whom 16 patients were identified with bilateral cystic lesions. The total malignancy rate of CBLs was 14.1% (95% confidence interval 7.3–21.0%). Among 99 CBLs, 14 malignant lesions were associated with sonographic appearances of complex cystic lesions, while the remaining subtypes were benign. Shape, margin, echo pattern, orientation, calcification, and vascularity were statistically significantly different between the benign and malignant lesions (p = 0.010, p = 0.004, p < 0.001, p < 0.001, p = 0.036, and p < 0.001, respectively) (degrees of freedom = 1). Conclusions: By comparison of the two different methods of subtype categorization of CBLs, the appropriate 5-variety classification should be suggested. The BI-RADS-US was useful for differentiating benign from malignant cystic lesions.",2014 Feb 24
650,"Kochtebane N,Alzahrani AMM,Bartegi A","Expression of uPA, tPA, and PAI-1 in Calcified Aortic Valves.","Purpose. Our physiopathological assumption is that u-PA, t-PA, and PAI-1 are released by calcified aortic valves and play a role in the calcification of these valves. Methods. Sixty-five calcified aortic valves were collected from patients suffering from aortic stenosis. Each valve was incubated for 24 hours in culture medium. The supernatants were used to measure u-PA, t-PA, and PAI-1 concentrations; the valve calcification was evaluated using biphotonic absorptiometry. Results. Aortic stenosis valves expressed normal plasminogen activators concentrations and overexpressed PAI-1 (u-PA, t-PA, and PAI-1 mean concentrations were, resp., 1.69 ng/mL ± 0.80, 2.76 ng/mL ± 1.33, and 53.27 ng/mL ± 36.39). There was no correlation between u-PA and PAI-1 (r = 0.3) but t-PA and PAI-1 were strongly correlated with each other (r = 0.6). Overexpression of PAI-1 was proportional to the calcium content of the AS valves. Conclusions. Our results demonstrate a consistent increase of PAI-1 proportional to the calcification. The overexpression of PAI-1 may be useful as a predictive indicator in patients with aortic stenosis.",2014
651,"TAMAOKI M,NIO Y,TSUBOI K,NIO M,TAMAOKI M,MARUYAMA R",A rare case of non-invasive ductal carcinoma of the breast coexisting with follicular lymphoma: A case report with a review of the literature.,"The double presentation of breast cancer and follicular lymphoma is extremely rare, and only six cases have previously been reported in the literature. In the present study, a case of synchronous ductal carcinoma in situ (DCIS) of the breast and follicular lymphoma is reported. During an annual breast screening procedure, a 49-year-old female presented with a hard induration under the nipple of the right breast and swelling of a soft lymph node (LN) in the right axilla. Mammography and ultrasonography revealed two lesions in the right breast: One was a tumor with microcalcification, 1.0 cm in diameter, and the other was a large, crude calcification, 2.5 cm in diameter. In addition, computed tomography and positron emission tomography revealed swellings of the bilateral axillary (Ax) LN and intra-abdominal para-aortic LN. The patient underwent excisions of the large calcified mass, a micro-calcified tumor and the right AxLN. The pathological and immunohistochemical studies revealed fat necrosis and DCIS of the breast, which was positive for the estrogen receptor and the progesterone receptor, while human epidermal growth factor receptor II protein expression was evaluated as 2+ and stage was classified as pTis pN0 M0, stage 0. Furthermore, the Ax node was diagnosed as follicular lymphoma, which was positive for cluster of differentiation (CD)20, CD79a, CD10 and B-cell lymphoma (Bcl)-2 protein, but negative for Bcl-6 protein. The clinical stage was classified as stage III. The patient was administered chemotherapy followed by radiotherapy to the conserved breast. Two years have passed since the surgery, and the patient is disease-free.",2014 Apr
652,"Li Jj,Chen C,Gu Y,Di G,Wu J,Liu G,Shao Z",The Role of Mammographic Calcification in the Neoadjuvant Therapy of Breast Cancer Imaging Evaluation.,"Introduction: Investigate the patterns of mammographically detected calcifications before and after neoadjuvant chemotherapy (NACT) to determine their value for efficacy evaluation and surgical decision making. Methods: 187 patients with malignant mammographic calcifications were followed to record the appearances and changes in the calcifications and to analyze their responses to NACT. Results: Patients with calcifications had higher rates of hormonal receptor (HR) positive tumors (74.3% versus 64.6%) and HER2 positive tumors (51.3% versus 33.4%, p = 0.004) and a similar pathologic complete response (pCR) rate compared to patients without calcifications (35.4% versus 29.8%). After NACT, the range of calcification decreased in 40% of patients, increased in 7.5% and remained stable in 52.5%; the calcification density decreased in 15% of patients, increased in 7.5% and remained stable in 77.5%; none of these change patterns were related to tumor response rate. No significant correlation was observed between the calcification appearance (morphology, distribution, range, diameter or density) and tumor subtypes or pCR rates. Among patients with malignant calcifications, 54 showed calcifications alone, 40 occurred with an architectural distortion (AD) and 93 with a mass. Calcifications were observed inside the tumor in 44% of patients and outside in 56%, with similar pCR rates and patterns of change. Conclusions: Calcification appearance did not clearly change after NACT, and calcification patterns were not related to pCR rate, suggesting that mammogram may not accurate to evaluate tumor response changes. Microcalcifications visible after NACT is essential for determining the extent of excision, patients with calcifications that occurred outside of the mass still had the opportunity for breast conservation.",2014
653,"Wang W,Li C,Pang L,Shi C,Guo F,Chen A,Cao X,Wan M",Mesenchymal Stem Cells Recruited by Active TGFβ Contribute to Osteogenic Vascular Calcification.,"Vascular calcification is an actively regulated process that culminates in organized extracellular matrix mineral deposition by osteoblast-like cells. The origins of the osteoblastic cells involved in this process and the underlying mechanisms remain to be defined. We previously revealed that active transforming growth factor (TGFβ) released from the injured arteries mobilizes mesenchymal stem cells (MSCs) to the blood stream and recruits the cells to the injured vessels for neointima formation. In this study, we used a low-density lipoprotein receptor (LDLR)-deficient mouse model (ldlr−/−), which develop progressive arterial calcification after having fed high-fat western diets (HFD), to examine whether TGFβ is involved in the mobilization of MSCs during vascular calcification. Nestin+/Sca1+ cells were recruited to the diseased aorta at earlier time points, and osteocalcin+ osteoblasts and the aortic calcification were seen at later time point in these mice. Importantly, we generated parabiotic pairs with shared blood circulation by crossing ldlr−/−mice fed HFD with transgenic mice, in which all the MSC-derived cells were fluorescently labeled. The labeled cells were detected not only in the peripheral blood but also in the arterial lesions in ldlr−/− mouse partners, and these blood circulation-originated cells gave rise to Ocn+ osteoblastic cells at the arterial lesions. Both active TGFβ1 levels and MSCs in circulating blood were upregulated at the same time points when these cells appeared at the aortic tissue. Further, conditioned medium prepared by incubating the aortae from ldlr−/−mice fed HFD stimulated the migration of MSCs in the ex vivo transwell assays, and either TGFβ neutralizing antibody or the inhibitor of TGFβ Receptor I kinase (TβRI) antagonized this effect. Importantly, treatment of the mice with TβRI inhibitor blocked elevated blood MSC numbers and their recruitment to the arterial lesions. These findings suggest that TGFβ-recruited MSCs to the diseased vasculature contribute to the development of osteogenic vascular calcification.",2014 Jun 15
654,"Kakoi H,Maeda S,Shinohara N,Matsuyama K,Imamura K,Kawamura I,Nagano S,Setoguchi T,Yokouchi M,Ishidou Y,Komiya S",Bone Morphogenic Protein (BMP) Signaling Up-regulates Neutral Sphingomyelinase 2 to Suppress Chondrocyte Maturation via the Akt Protein Signaling Pathway as a Negative Feedback Mechanism*.,"Background: It is not clear how BMP-induced chondrocyte maturation is cell-autonomously terminated.Results: BMP-2 induced the ceramide-generating enzyme neutral sphingomyelinase 2 (nSMase2) in chondrocytes, whereas silencing of nSMase2 enhanced maturation in an Akt signaling-dependent manner.Conclusion: nSMase2 signaling regulates BMP-induced chondrocyte maturation as a negative feedback mechanism.Significance: This study elucidated the novel link between BMP and lipid signaling in chondrogenesis.",2014 Mar 21
655,"Lenglet S,Quercioli A,Fabre M,Galan K,Pelli G,Nencioni A,Bauer I,Pende A,Python M,Bertolotto M,Spinella G,Pane B,Palombo D,Dallegri F,Mach F,Vuilleumier N,Montecucco F",Statin Treatment Is Associated with Reduction in Serum Levels of Receptor Activator of NF-κB Ligand and Neutrophil Activation in Patients with Severe Carotid Stenosis.,"Systemic and intraplaque biomarkers have been widely investigated in clinical cohorts as promising surrogate parameters of cardiovascular vulnerability. In this pilot study, we investigated if systemic and intraplaque levels of calcification biomarkers were affected by treatment with a statin in a cohort of patients with severe carotid stenosis and being asymptomatic for ischemic stroke. Patients on statin therapy had reduced serum osteopontin (OPN), RANKL/osteoprotegerin (OPG) ratio, and MMP-9/pro-MMP-9 activity as compared to untreated patients. Statin-treated patients exhibited increased levels of collagen and reduced neutrophil infiltration in downstream portions of carotid plaques as compared to untreated controls. In upstream plaque portions, OPG content was increased in statin-treated patients as compared to controls. Other histological parameters (such as lipid, macrophage, smooth muscle cell, and MMP-9 content) as well as RANKL, RANK, and OPG mRNA levels did not differ between the two patient groups. Serum RANKL/OPG ratio positively correlated with serum levels of neutrophilic products, intraplaque neutrophil, and MMP-9 content within downstream portions of carotid plaques. In conclusion, statin treatment was associated with improvement in serum RANKL levels and reduced neutrophil activity both systemically and in atherosclerotic plaques.",2014
656,"Lang CL,Wang MH,Chiang CK,Lu KC",Vitamin D and the Immune System from the Nephrologist's Viewpoint.,"Vitamin D and its analogues are widely used as treatments by clinical nephrologists, especially when treating chronic kidney disease (CKD) patients with secondary hyperparathyroidism. As CKD progresses, the ability to compensate for elevations in parathyroid hormone (PTH) and fibroblast growth factor-23 and for decreases in 1,25(OH)2D3 becomes inadequate, which results in hyperphosphatemia, abnormal bone disorders, and extra-skeletal calcification. In addition to its calciotropic effect on the regulation of calcium, phosphate, and parathyroid hormone, vitamin D has many other noncalciotropic effects, including controlling cell differentiation/proliferation and having immunomodulatory effects. There are several immune dysregulations that can be noted when renal function declines. Physicians need to know well both the classical and nonclassical functions of vitamin D. This review is an analysis from the nephrologist's viewpoint and focuses on the relationship between the vitamin D and the immune system, together with vitamin's clinical use to treat kidney diseases.",2014
657,"Samala RK,Chan HP,Lu Y,Hadjiiski L,Wei J,Sahiner B,Helvie MA",Computer-aided detection of clustered microcalcifications in multiscale bilateral filtering regularized reconstructed digital breast tomosynthesis volume.,"Purpose: Develop a computer-aided detection (CADe) system for clustered microcalcifications in digital breast tomosynthesis (DBT) volume enhanced with multiscale bilateral filtering (MSBF) regularization.Methods: With Institutional Review Board approval and written informed consent, two-view DBT of 154 breasts, of which 116 had biopsy-proven microcalcification (MC) clusters and 38 were free of MCs, was imaged with a General Electric GEN2 prototype DBT system. The DBT volumes were reconstructed with MSBF-regularized simultaneous algebraic reconstruction technique (SART) that was designed to enhance MCs and reduce background noise while preserving the quality of other tissue structures. The contrast-to-noise ratio (CNR) of MCs was further improved with enhancement-modulated calcification response (EMCR) preprocessing, which combined multiscale Hessian response to enhance MCs by shape and bandpass filtering to remove the low-frequency structured background. MC candidates were then located in the EMCR volume using iterative thresholding and segmented by adaptive region growing. Two sets of potential MC objects, cluster centroid objects and MC seed objects, were generated and the CNR of each object was calculated. The number of candidates in each set was controlled based on the breast volume. Dynamic clustering around the centroid objects grouped the MC candidates to form clusters. Adaptive criteria were designed to reduce false positive (FP) clusters based on the size, CNR values and the number of MCs in the cluster, cluster shape, and cluster based maximum intensity projection. Free-response receiver operating characteristic (FROC) and jackknife alternative FROC (JAFROC) analyses were used to assess the performance and compare with that of a previous study.Results: Unpaired two-tailed t-test showed a significant increase (p < 0.0001) in the ratio of CNRs for MCs with and without MSBF regularization compared to similar ratios for FPs. For view-based detection, a sensitivity of 85% was achieved at an FP rate of 2.16 per DBT volume. For case-based detection, a sensitivity of 85% was achieved at an FP rate of 0.85 per DBT volume. JAFROC analysis showed a significant improvement in the performance of the current CADe system compared to that of our previous system (p = 0.003).Conclusions: MBSF regularized SART reconstruction enhances MCs. The enhancement in the signals, in combination with properly designed adaptive threshold criteria, effective MC feature analysis, and false positive reduction techniques, leads to a significant improvement in the detection of clustered MCs in DBT.",2014 Feb
658,"Park J,Lee S,Joo KB",Growing Heterotopic Calcification in the Prevertebral Space of a Cervical Spine as a Late Complication of Irradiation: Case Report.,"Heterotopic calcification following head and neck irradiation has rarely been reported. It usually develops as a late complication of radiotherapy in patients with malignancies, including breast cancer, lymphoma, and genitourinary malignancies. The occurrence of heterotopic calcification in the prevertebral space of the cervical spine has not been described as a late complication of irradiation. Here, we report a case of prevertebral heterotopic calcification in a patient with history of chemotherapy and radiotherapy for tonsil cancer 21 years ago.",2014 Jan-Feb
659,"D’Amico A,Kowalska T",Paradoxal metabolic flare detected by 18F-fluorodeoxyglucose positron emission tomography in a patient with metastatic breast cancer treated with aromatase inhibitor and biphosphonate.,"Patients with estrogen-receptor-positive advanced breast cancer are treated with endocrine therapy. The majority of breast cancer localizations show 18F-fluorodeoxyglucose (FDG) uptake at positron emission tomography (PET) examination. In these patients, the metabolic flare after therapy is common and was proposed as an index of therapy efficacy. Nevertheless, prolonged persistence of flare can lead to misinterpretation. We describe a case of a patient with invasive ductal breast cancer with bone metastases at bone scintigraphy and FDG PET scan and with expression of estrogen receptors. Initially, the patient underwent endocrine therapy in addition to a biphosfonate. Owing to progression observed in a bone scan, Tamoxifen was substituted with aromatase inhibitors. Successive bone scan examinations showed stabilization with a marked clinical improvement. A second FDG PET was performed 28 months after the first examination and showed a metabolic flare phenomenon with concomitant partial calcification of osteolitic lesions. This is an unusual case of prolonged metabolic flare.",2014 Jan-Mar
660,"Liu AY,Cole HP,Meldrum-Aaberg ML,Grossniklaus HE",Osseous Metaplasia of the Eyelid: Report of Two Cases.,"Purpose: To describe two unusual cases of osseous metaplasia occurring within the eyelid and to present a brief review of the literature on cutaneous calcification. Methods: Case reports and literature review. Results: A 62-year old man presented with an eyelid mass containing osseous metaplasia in an area of lymphoid hyperplasia. An extensive oncologic workup ruled out malignancy. A 46-year old man with a history of recurrent chalazion presented with a firm mass of the upper eyelid that demonstrated bone formation in the area of a metaplastic sebaceous gland. Both lesions were excised with no further recurrence. Conclusions: Osseous metaplasia of the eyelid is a rare entity with diverse etiologies ranging from congenital syndromes to trauma, neoplasm, and inflammation. In some cases, a precise etiology cannot be identified.",2014 Jan-Feb
